 ticket457,2021-06-22,correo6@gmail.com,servicio tecnico
 ticket458,2021-06-23,correo7@gmail.com,servicio tecnico
 ticket459,2021-06-24,correo8@gmail.com,servicio al cliente
 ticket460,2021-06-25,correo9@gmail.com,servicio de compras
 ticket461,2021-06-26,correo10@gmail.com,servicio tecnico
 ticket462,2021-06-27,correo1@gmail.com,servicio tecnico
 ticket463,2021-06-28,correo2@gmail.com,servicio al cliente
 ticket464,2021-06-29,correo3@gmail.com,servicio de compras
 ticket465,2021-06-30,correo4@gmail.com,servicio tecnico
 ticket466,2021-07-01,correo5@gmail.com,servicio tecnico
 ticket467,2021-07-02,correo6@gmail.com,servicio al cliente
 ticket468,2021-07-03,correo7@gmail.com,servicio de compras
 ticket469,2021-07-04,correo8@gmail.com,servicio tecnico
 ticket470,2021-07-05,correo9@gmail.com,servicio tecnico
 ticket471,2021-07-06,correo10@gmail.com,servicio al cliente
 ticket472,2021-07-07,correo1@gmail.com,servicio de compras
 ticket473,2021-07-08,correo2@gmail.com,servicio tecnico
 ticket474,2021-07-09,correo3@gmail.com,servicio tecnico
 ticket475,2021-07-10,correo4@gmail.com,servicio al cliente
 ticket476,2021-07-11,correo5@gmail.com,servicio de compras
 ticket477,2021-07-12,correo6@gmail.com,servicio tecnico
 ticket478,2021-07-13,correo7@gmail.com,servicio tecnico
 ticket479,2021-07-14,correo8@gmail.com,servicio al cliente
 ticket480,2021-07-15,correo9@gmail.com,servicio de compras
 ticket481,2021-07-16,correo10@gmail.com,servicio tecnico
 ticket482,2021-07-17,correo1@gmail.com,servicio tecnico
 ticket483,2021-07-18,correo2@gmail.com,servicio al cliente
 ticket484,2021-07-19,correo3@gmail.com,servicio de compras
 ticket485,2021-07-20,correo4@gmail.com,servicio tecnico
 ticket486,2021-07-21,correo5@gmail.com,servicio tecnico
 ticket487,2021-07-22,correo6@gmail.com,servicio al cliente
 ticket488,2021-07-23,correo7@gmail.com,servicio de compras
 ticket489,2021-07-24,correo8@gmail.com,servicio tecnico
 ticket490,2021-07-25,correo9@gmail.com,servicio tecnico
 ticket491,2021-07-26,correo10@gmail.com,servicio al cliente
 ticket492,2021-07-27,correo1@gmail.com,servicio de compras
 ticket493,2021-07-28,correo2@gmail.com,servicio tecnico
 ticket494,2021-07-29,correo3@gmail.com,servicio tecnico
 ticket495,2021-07-30,correo4@gmail.com,servicio al cliente
 ticket496,2021-07-31,correo5@gmail.com,servicio de compras
 ticket497,2021-08-01,correo6@gmail.com,servicio tecnico
 ticket498,2021-08-02,correo7@gmail.com,servicio tecnico
 ticket499,2021-08-03,correo8@gmail.com,servicio al cliente
 ticket500,2021-08-04,correo9@gmail.com,servicio de compras
 ticket501,2021-08-05,correo10@gmail.com,servicio tecnico
 ticket502,2021-08-06,correo1@gmail.com,servicio tecnico
 ticket503,2021-08-07,correo2@gmail.com,servicio al cliente
 ticket504,2021-08-08,correo3@gmail.com,servicio de compras
 ticket505,2021-08-09,correo4@gmail.com,servicio tecnico
 ticket506,2021-08-10,correo5@gmail.com,servicio tecnico
 ticket507,2021-08-11,correo6@gmail.com,servicio al cliente
 ticket508,2021-08-12,correo7@gmail.com,servicio de compras
 ticket509,2021-08-13,correo8@gmail.com,servicio tecnico
 ticket510,2021-08-14,correo9@gmail.com,servicio tecnico
 ticket511,2021-08-15,correo10@gmail.com,servicio al cliente
 ticket512,2021-08-16,correo1@gmail.com,servicio de compras
 ticket513,2021-08-17,correo2@gmail.com,servicio tecnico
 ticket514,2021-08-18,correo3@gmail.com,servicio tecnico
 ticket515,2021-08-19,correo4@gmail.com,servicio al cliente
 ticket516,2021-08-20,correo5@gmail.com,servicio de compras
 ticket517,2021-08-21,correo6@gmail.com,servicio tecnico
 ticket518,2021-08-22,correo7@gmail.com,servicio tecnico
 ticket519,2021-08-23,correo8@gmail.com,servicio al cliente
 ticket520,2021-08-24,correo9@gmail.com,servicio de compras
 ticket521,2021-08-25,correo10@gmail.com,servicio tecnico
 ticket522,2021-08-26,correo1@gmail.com,servicio tecnico
 ticket523,2021-08-27,correo2@gmail.com,servicio al cliente
 ticket524,2021-08-28,correo3@gmail.com,servicio de compras
 ticket525,2021-08-29,correo4@gmail.com,servicio tecnico
 ticket526,2021-08-30,correo5@gmail.com,servicio tecnico
 ticket527,2021-08-31,correo6@gmail.com,servicio al cliente
 ticket528,2021-09-01,correo7@gmail.com,servicio de compras
 ticket529,2021-09-02,correo8@gmail.com,servicio tecnico
 ticket530,2021-09-03,correo9@gmail.com,servicio tecnico
